id,category,source,target,question,choice1,choice2,choice3,choice4,answer,explanation
191,敬語,「（地の文）「帥殿、后の宮の御前におはして、かしこきことを聞こえ給ふ。」（作例）」,聞こえ（聞こゆ）,対象箇所「聞こえ（聞こゆ）」のここでの敬意の方向（誰から誰へ）として最も適当なものを一つ選べ。,作者 → 帥殿,作者 → 后の宮,帥殿 → 后の宮,后の宮 → 帥殿,2,地の文における「聞こゆ（謙譲語）」であるため、敬意の主体は作者になります。謙譲語はお話を申し上げる対象である「后の宮」を高めるため、客体は后の宮になります。したがって、「作者 → 后の宮」への敬意です。
192,敬語,「（地の文）「（光源氏は）尼君の暮らし給ふ有り様を、あな哀れと御覧じはべりけり。」（作例）」,はべり,対象箇所「はべり」の敬語の種類と、誰から誰への敬意を表しているかの組み合わせを選べ。,丁寧語 ── 作者 → 読者（聞き手）,謙譲語 ── 作者 → 尼君,尊敬語 ── 作者 → 光源氏,丁寧語 ── 光源氏 → 尼君,1,地の文に用いられている「はべり（丁寧の補助動詞：〜ます・〜でございます）」です。地の文における丁寧語は、作者から読み手（聞き手・読者）に対する敬意を表します。したがって、「作者 → 読者（聞き手）」への敬意です。
193,敬語,「（会話文）「（かぐや姫のセリフ）『帝の御使いをば、ここにて対面し奉らむ。』」（作例）」,対面し奉らむ,対象箇所「対面し奉らむ」の「奉る（たてまつる）」のここでの「敬意の主体」と「敬意の客体」の組み合わせを選べ。,主体：作者 → 客体：帝の御使い,主体：かぐや姫 → 客体：帝の御使い,主体：帝の御使い → 客体：かぐや姫,主体：かぐや姫 → 客体：帝,2,会話文中の敬語なので、主体は話し手の「かぐや姫」になります。「奉る」は謙譲の補助動詞であり、対面する対象（動作の受け手）である「帝の御使い」を高めるため、客体は帝の御使いになります。したがって、「かぐや姫 → 帝の御使い」への敬意です。
194,敬語,「帝、中宮のおはする所へ渡らせ給ふ。」（作例）,せ,対象箇所「せ」の文法的意味として正しいものを一つ選べ。,使役の助動詞「す」の連用形,尊敬の助動詞「す」の連用形,過去の助動詞「き」の已然形,尊敬の助動詞「さす」の未然形,2,「渡ら」は四段動詞「渡る」の未然形。「せ」は未然形に接続する尊敬の助動詞「す」の連用形で、さらに「給ふ」が重なり、帝への高い敬意を表す。
195,敬語,「（地の文）「后の宮、御経をご覧じて、涙を流させ給ふ。」（作例）」,ご覧じ,対象箇所「ご覧じ」のここでの「敬意の主体」と「敬意の客体」の組み合わせとして正しいものを一つ選べ。,主体：作者 → 客体：后の宮,主体：后の宮 → 客体：御経,主体：作者 → 客体：作者自身,主体：后の宮 → 客体：読者,1,地の文であるため、主体（誰から）は作者になります。「ご覧ず」は尊敬語であり、見る主体である「后の宮」を高めるため、客体は后の宮になります。したがって、「作者 → 后の宮」への敬意です。
196,敬語,「（手紙文）かく思ひ給ふること、申し上げ侍り。」（作例）,給ふる,対象箇所「給ふる」の活用型・活用形として正しいものを一つ選べ。,四段活用・連体形,下二段活用・連体形,四段活用・已然形,下二段活用・終止形,2,話し手自身の「思ふ」に付く自謙の補助動詞「給ふ」は下二段活用（へ・へ・ふ・ふる・ふれ・へよ）。「こと」を修飾する「給ふる」は連体形。
197,敬語,「（手紙文）「（光源氏のセリフ）『中宮の御ためを、夜昼祈り奉り給ふ。』」（作例）」,文法知識,（文法識別問題）「給ふ」が「下二段活用」（自謙表現：〜ております）として用いられる場合に接続する動詞の種類（意味グループ）として最も適当なものを一つ選べ。,すべての動作動詞に接続する,「思ふ」「見る」「聞く」「知る」など、主に知覚・心理を表す動詞に接続する,「行く」「来」「あり」などの存在・移動動詞にのみ接続する,使役動詞にのみ接続する,2,下二段活用の補助動詞「給ふ」は、会話文・手紙文で話し手自身の動作をへりくだる自謙表現として用いられ、主に「思ふ・見る・聞く・知る」など知覚・心理を表す動詞に付く。四段活用の尊敬用法と、主語・文脈・活用形から識別する。
198,敬語,「（手紙文）遥かに中宮の御身の上を思ひ給ふに、涙あふれて御文も書きあへず。」（作例）,給ふ（たまふ）,対象箇所「給ふ（たまふ）」のここでの活用型と敬語の種類の正しい組み合わせを選べ。,四段活用 ── 尊敬の補助動詞,下二段活用 ── 謙譲の補助動詞,四段活用 ── 謙譲の補助動詞,下二段活用 ── 尊敬の補助動詞,2,手紙文の中で、書き手（私）が「（中宮の身の上を）思っております」と、自分の動作（思ふ）をへりくだって宛先の中宮に敬意を示しているため、ハ行下二段活用の謙譲の補助動詞になります。※「思ひ」の連用形に接続しています。
199,敬語,「帝、光源氏を近く召し寄せて、みづから言葉をかけ給ふ。」（作例）,給ふ,対象箇所「給ふ」の活用型と、高められている人物（敬意の客体）の組み合わせとして正しいものを選べ。,下二段活用 ── 光源氏,四段活用 ── 帝,四段活用 ── 光源氏,下二段活用 ── 帝,2,地の文において、動作の主体（帝）が言葉をかける動作を高める尊敬の補助動詞なので、ハ行四段活用です。敬意の客体（高められている人物）は動作の主体である「帝」になります。
200,敬語,「（手紙文）かく思ひ給ふれば、なほ涙落つ。」（作例）,給ふれ,対象箇所「給ふれ」の活用型・活用形として正しいものを一つ選べ。,四段活用・已然形,下二段活用・連用形,四段活用・命令形,下二段活用・已然形,4,自謙の補助動詞「給ふ」は下二段活用（へ・へ・ふ・ふる・ふれ・へよ）。接続助詞「ば」の前の「給ふれ」は已然形。
201,敬語,「尼君の去り給はむことの悲しさ。」（作例）,給は,対象箇所「給は」の活用型・活用形として正しいものを一つ選べ。,四段活用・未然形,下二段活用・未然形,四段活用・已然形,下二段活用・連用形,1,尊敬の補助動詞「給ふ」は四段活用（は・ひ・ふ・ふ・へ・へ）。未然形接続の助動詞「む」が続くため「給は」は未然形。
202,敬語,「（かぐや姫の言葉）帝に御文を奉り給へ。」（作例）,奉り／給へ,対象箇所「奉り」と「給へ」の敬語の種類として正しい組み合わせを一つ選べ。,奉り：謙譲語／給へ：尊敬語,奉り：尊敬語／給へ：謙譲語,奉り：丁寧語／給へ：尊敬語,奉り：謙譲語／給へ：丁寧語,1,「奉る」は「差し上げる」の意で、受け手の帝を高める謙譲語。「給へ」は四段活用の尊敬の補助動詞「給ふ」の命令形で、文脈上の動作主体を高める。
203,敬語,「（手紙文）私は中宮を常に頼もしく思ひ給ふ。」（作例）,たまふ,対象箇所「たまふ」が表す敬意の主体（誰から）と客体（誰へ）の組み合わせとして正しいものを一つ選べ。,主体：光源氏 → 客体：中宮（聞き手）,主体：作者 → 客体：光源氏,主体：中宮 → 客体：光源氏,主体：光源氏 → 客体：読者,1,下二段活用の補助動詞「たまふ」なので、主体は話し手（書き手）である「光源氏」になります。下二段「たまふ」は聞き手を高める（自謙・謙譲の補助）ため、客体は手紙の相手である「中宮」になります。したがって、「光源氏 → 中宮」への敬意です。
204,敬語,「帝、中宮に御衣を賜ふ。」（作例）,賜ふ,対象箇所「賜ふ」の敬語の種類と意味として正しいものを一つ選べ。,謙譲語／いただく,尊敬語／お与えになる,丁寧語／ございます,尊敬語／お召しになる,2,主語が帝、受け手が中宮であるため、「賜ふ」は「与ふ」の尊敬語で「お与えになる」の意。主語や授受の方向によって、謙譲語「いただく」と識別する。
205,敬語,「（大納言が后に言う）御意向を深く聞き給へて、退出せむ。」（作例）,給へ,対象箇所「給へ」の活用型・活用形と敬語の種類として正しいものを一つ選べ。,四段活用・已然形／尊敬,下二段活用・連用形／謙譲（自謙）,四段活用・命令形／尊敬,下二段活用・未然形／謙譲（自謙）,2,話し手自身の「聞く」に付く自謙の「給ふ」は下二段活用。接続助詞「て」に続く「給へ」は連用形で、「聞いております」のように聞き手への敬意を添える。
206,敬語,「帝、その旨をのたまはせ給ふ。」（作例）,せ,対象箇所「せ」の文法的意味として正しいものを一つ選べ。,尊敬の助動詞「す」の連用形,使役の助動詞「す」の連用形,過去の助動詞「き」の已然形,完了の助動詞「つ」の未然形,1,「のたまは」は尊敬語「のたまふ」の未然形。「せ」は尊敬の助動詞「す」の連用形で、後ろに尊敬の「給ふ」が重なり、帝に対する高い敬意を表す。
207,敬語,「東宮、中宮の御前に参らせ給ふ。」（作例）,せ,対象箇所「せ」の文法的意味として最も適当なものを一つ選べ。,尊敬の助動詞「す」の連用形,使役の助動詞「す」の連用形,謙譲の補助動詞「まゐらす」の一部,完了の助動詞「つ」の未然形,1,ここでは「参ら」が動詞「参る」の未然形、「せ」が尊敬の助動詞「す」の連用形で、さらに「給ふ」が重なる。参上先の中宮には「参る」で謙譲、主体の東宮には「せ給ふ」で尊敬を表す。
208,敬語,「后の宮、若宮に御衣を着せ給ふ。」（作例）,着せ,対象箇所「着せ」の文法的説明として正しいものを一つ選べ。,カ行下二段動詞「着す」の連用形,サ行下二段動詞「着す」の連用形,使役の助動詞「す」の連用形だけから成る,サ変動詞「着す」の未然形,2,「着す（きす）」は「着せる」の意のサ行下二段動詞（せ・せ・す・する・すれ・せよ）。「着せ」はその連用形で、後続の「給ふ」が主語を高める。
209,敬語,「光源氏、中宮をありがたく思ひ聞こえ給ふ。」（作例）,聞こえ,対象箇所「聞こえ」の敬語の種類と敬意の客体として正しいものを一つ選べ。,尊敬語／光源氏,謙譲の補助動詞／中宮,丁寧語／読者,尊敬の補助動詞／中宮,2,「思ふ」に付く「聞こゆ」は謙譲の補助動詞で、「お思い申し上げる」の意。思う対象である中宮を高める。
210,敬語,「（地の文）「帝、和歌をいと深く愛でて、お側近く召して、宣はす。」（作例）」,宣はす（のたまはす）,対象箇所「宣はす（のたまはす）」の敬語の種類と、高められている人物（主体）の組み合わせとして正しいものを選べ。,謙譲語 ── お使いの者,尊敬語 ── 帝,尊敬語 ── お使いの者,丁寧語 ── 読者,2,「宣はす（のたまはす）」は「のたまふ」のさらに敬意を高めた尊敬語で、おっしゃる主体である「帝」に対する極めて高い敬意（作者からの敬意）を表します。
211,敬語,「中宮のおはします御前に、人々あまたさぶらふめり。」（作例）,さぶらふ／めり,対象箇所「さぶらふ」と「めり」の説明として正しいものを一つ選べ。,「さぶらふ」は謙譲語で中宮を高め、「めり」は推定の助動詞で敬語ではない,両方とも中宮を高める尊敬語である,「さぶらふ」は丁寧語で読者を高め、「めり」は尊敬語である,両方とも敬語ではない,1,「さぶらふ」はここでは「お仕えする」の謙譲語で、仕える相手の中宮を高める。「めり」は視覚的根拠に基づく推定の助動詞で、敬意の方向を持たない。
212,敬語,「（地の文）「后の宮、御心をかしこく思ほしたまふ。」（作例）」,思ほし,対象箇所「思ほし」の敬語の種類と、ここでの意味の組み合わせとして正しいものを選べ。,謙譲語 ／ 思い申し上げる,尊敬語 ／ お思いになる,丁寧語 ／ 思っております,尊敬の補助動詞 ／ 〜なさる,2,「思ほす（おもほす）」は「思ふ」の尊敬語で、后の宮がお思いになる動作を直接高めています。「お思いになる」と訳します。
213,敬語,「（地の文）「帝、御仏の御前に御教を聞こしめす。」（作例）」,聞こしめす,対象箇所「聞こしめす」のここでの文脈的な意味（現代語訳）として最も適当なものを一つ選べ。,お聞きになる,召し上がる（お食事なさる）,おっしゃる,ご覧になる,1,「聞こしめす」は「聞く」の尊敬語（お聞きになる）です。お経（御教）をお聞きになるという文脈なので「お聞きになる」が最も適当です。※飲食物なら「召し上がる」になります。
214,敬語,「（会話文）「（光源氏のセリフ）『この御文を帝にまゐらせて、お返事を待たむ。』」（作例）」,まゐらせ,対象箇所「まゐらせ」のここでの敬語の種類と訳の組み合わせとして正しいものを一つ選べ。,尊敬語 ／ 参上なさって,謙譲語 ／ 差し上げる（お届け申し上げる）,丁寧語 ／ ございます,謙譲語 ／ 参上する,2,「まゐらす」は「与ふ」の謙譲語（差し上げる）です。光源氏が帝に対して手紙（御文）を「差し上げる（お届け申し上げる）」ため、謙譲語が適当です。
215,敬語,「（地の文）「中宮より、和歌を少将の尼君に賜はせ給ふ。」（作例）」,賜はせ（たまはす）,対象箇所「賜はせ（たまはす）」の敬語の種類と活用型の組み合わせを選べ。,謙譲語 ── 下二段活用,尊敬語 ── サ行四段活用,尊敬語 ── サ行下二段活用,尊敬語 ── 下二段活用,3,「賜はす（たまはす）」は「与ふ」の尊敬語（お与えになる）です。これは「たまふ（四段・尊敬）」に尊敬の助動詞「す」がついて一語化したもので、サ行下二段活用をします。主語（中宮）を高めています。
216,敬語,「（地の文）「帥殿、后の宮の御前におはして、かしこきことを聞こえ給ふ。」（作例）」,引用本文全体,この文脈において、主格（〜が）を省略されている「聞こえ（申し上げる）」という動作を行っている『主語』は誰か、最も適当な人物を選べ。,帝,后の宮,帥殿,作者自身,3,「聞こえ（謙譲）」＋「給ふ（尊敬）」が用いられています。この文の主語は「帥殿」であり、帥殿が后の宮（おはする対象）に対してお話を「申し上げなさる」という構造です。動作の主体である「帥殿」を高める「給ふ」と、お話し相手である「后の宮」を高める「聞こえ」の二方面敬語になっています。
217,敬語,「大納言、中宮をありがたく思ひ聞こえ給ふ。」（作例）,思ひ聞こえ給ふ,対象箇所「思ひ聞こえ給ふ」の動作主体として最も適当なものを一つ選べ。,中宮,大納言,作者,御使,2,尊敬の補助動詞「給ふ」は動作主体を高めるので、主語は大納言。「聞こゆ」は思う対象である中宮を高める謙譲の補助動詞である。
218,敬語,「北面にのみあらせて呼ばねば、かしがましく鳴きののしるに、尼君おはして（『更級日記』より）」,引用本文全体,この文脈において、「かしがましく鳴きののしる（うるさく鳴きわめく）」という動作の主体（主語）は何か、最も適当なものを一つ選べ。,尼君,猫,作者,侍たち,2,「北面にのみあらせて（北側にばかりいさせて）」と、呼ばないために「かしがましく鳴きわめいている」動作の主体は、前後の文脈（更級日記の猫のエピソード）から「猫」になります。動物の動作であるため、敬語表現が一切伴っていません。
219,敬語,「（地の文）「后の宮、御経をご覧じて、涙を流させ給ふ。」（作例）」,ご覧ず（尊敬語）,この文脈において、対象箇所「ご覧ず（尊敬語）」と「流させ給ふ（尊敬の最高敬語）」をヒントに、「経を読み（見て）涙を流している」動作の『主語』として正しいものを選べ。,御使い,尼君,后の宮,読者,3,主格を示す「后の宮、」が文頭に明示されています。動作（ご覧ず ＝ 見るの尊敬）および「流させ給ふ（流しなさる ＝ 尊敬・最高敬語）」の敬語レベルが后の宮に合致しており、主語は一貫して后の宮になります。
220,敬語,「（地の文）「中宮、和歌を賜ひて、かしこきことをのたまふ。」（作例）」,のたまふ（おっしゃる ＝ 尊敬語）,対象箇所「のたまふ（おっしゃる ＝ 尊敬語）」をヒントに、この「おっしゃっている」動作の『主体（主語）』として最も適当な人物を選べ。,少将,御使い,中宮,作者,3,「のたまふ」は言うの尊敬語です。ここでは主格「中宮、」が示されており、中宮が和歌をくださってお話を「おっしゃる」という構造のため、主語は中宮になります。
221,敬語,「（地の文）「帝、御仏の御前に終日おはします。」（作例）」,おはします（いらっしゃる ＝ 尊敬語）,対象箇所「おはします（いらっしゃる ＝ 尊敬語）」をヒントに、この仏前にいらっしゃる『主体（主語）』として最も適当な人物を選べ。,僧侶,帝,尼君,侍たち,2,「おはします」は「いらっしゃる」という最大級の尊敬語（本動詞）です。主格として明示されている「帝」が仏前にいらっしゃるという文脈であるため、主語は帝になります。
222,敬語,「（地の文）「（光源氏は中宮に）御返事を書きて、御使に賜ふ。」（作例）」,賜ふ（たまふ ── 尊敬語）,対象箇所「賜ふ（たまふ ── 尊敬語）」をヒントに、この「お与えになる（お授けになる）」という動作を行っている『主語』として最も適当な人物を選べ。,御使,中宮,光源氏,読者,3,返事を書いて御使に「（御返事の紙を）お与えになる（お渡しになる）」という尊敬の動作です。お渡しになっている動作の主体は光源氏であり、御使（目下）に対して与えるため、尊敬語「賜ふ（四段）」が光源氏を高める形で機能しています。
223,敬語,「（地の文）「帥殿、后の宮の御前におはして、かしこきことを聞こえ給ふ。」（作例）」,給ふ（尊敬の補助動詞）,対象箇所「給ふ（尊敬の補助動詞）」をヒントに、お話を申し上げている動作の『主体（主語）』を誰に特定できるか、正しいものを選べ。,后の宮,帥殿,作者自身,侍たち,2,尊敬の補助動詞「給ふ」は、動作の主体を高めます。ここでは「聞こえ（后の宮に申し上げている）」の動作を行っている主体（＝帥殿）を高めているため、主語は「帥殿」であることが判断しやすく特定できます。
224,敬語,「后の宮、御使をつかはし給ふ。」（作例）,つかはし給ふ,対象箇所「つかはし給ふ」の動作主体として正しいものを一つ選べ。,帝,御使,后の宮,作者,3,主語として明示された后の宮が御使を派遣する。「つかはす」は通常の動詞であり、後続の尊敬の補助動詞「給ふ」が動作主体の后の宮を高める。
225,敬語,「（地の文）「中宮のおはします御前に、人々あまたさぶらふ。」（作例）」,さぶらふ（謙譲の本動詞：お仕えする）,対象箇所「さぶらふ（謙譲の本動詞：お仕えする）」をヒントに、この「お仕えし控えている」動作の『主語（主体）』として最も適当な人物を選べ。,中宮,人々（女房や侍たち）,作者自身,帝,2,「さぶらふ」はここでは「お仕えする・伺候する」の意の謙譲語。中宮にお仕えして控えている動作主体は、文中に示された「人々（女房など）」である。
